vserver,status,OS,DB,cluster,vhost,DataCenter,vcpu,memory,disk-size,organization,service-id,service-name
Syxa702411,運用中,Linux V6 (SL),MySQL,vmcloud1203,vserv600087,大阪,1,2,70,法人サービス事業部,BSD1739,サービス3199
Syxa702412,運用中,Linux V6 (SL),MySQL,vmcloud1204,vserv600090,大阪,1,2,70,法人サービス事業部,BSD1739,サービス3200
syxa702417,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000427,東京,1,2,70,ＩＴシステム本部,BSD1647,サービス3201
syxa702418,運用中,Linux V6 (SL),MySQL,vmcloud010,awsef000426,東京,1,2,70,ＩＴシステム本部,BSD1647,サービス3202
syxa702419,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000397,東京,1,2,70,ＩＴシステム本部,BSD1647,サービス3203
syxa702506,運用中,Linux V6 (SL),-,vmcloud010,awsef000310,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3204
syxa702507,運用中,Linux V6 (SL),-,vmcloud009,awsef000397,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3205
syxa702508,運用中,Linux V6 (SL),-,vmcloud010,awsef000312,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3206
syxa702509,運用中,Linux V6 (SL),-,vmcloud009,awsef000305,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3207
syxa702510,運用中,Linux V6 (SL),-,vmcloud010,awsef000426,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3208
syxa702511,運用中,Linux V6 (SL),-,vmcloud009,awsef000309,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3209
syxa702512,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3210
syxa702513,運用中,Linux V6 (SL),-,vmcloud009,awsef000299,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3211
syxa702518,運用中,Linux V6 (SL),-,vmcloud010,awsef000306,東京,1,2,42,法人サービス事業部,BSD1760,サービス3212
syxa702519,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,1,2,42,法人サービス事業部,BSD1760,サービス3213
syxa702520,運用中,Linux V6 (SL),-,vmcloud010,awsef000306,東京,1,2,42,法人サービス事業部,BSD1760,サービス3214
syxa702521,運用中,Linux V6 (SL),-,vmcloud009,awsef000397,東京,1,2,42,法人サービス事業部,BSD1760,サービス3215
Syxa702522,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,2,4,52,バリューサービス事業部/バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029/BSD3042,サービス3216
Syxa702554,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,2,4,52,バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029/BSD3042/BSD3106,サービス3217
Syxa702555,運用中,Linux V6 (SL),-,vmcloud1203,vserv600091,大阪,2,4,52,バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029/BSD3042/BSD3106,サービス3218
Syxa702558,運用中,Linux V6 (SL),-,vmcloud1204,vserv600094,大阪,1,2,42,バリューサービス事業部/バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029/BSD3042,サービス3219
Syxa702559,運用中,Linux V6 (SL),-,vmcloud1203,vserv600093,大阪,1,2,42,バリューサービス事業部/バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029/BSD3042,サービス3220
Syxa702562,運用中,Linux V6 (SL),MySQL,vmcloud1204,vserv600094,大阪,2,4,122,バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029,サービス3221
Syxa702563,運用中,Linux V6 (SL),MySQL,vmcloud1203,vserv600091,大阪,2,4,112,バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029,サービス3222
syxa702586,運用中,Linux V6 (SL),MySQL,TKY4F-C26B,awseb000760,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3223
syxa702587,運用中,Linux V6 (SL),MySQL,TKY4F-C26A,awseb000761,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3224
syxa702588,運用中,Linux V6 (SL),-,vmcloud010,awsef000310,東京,1,2,22,ＩＴシステム本部,BSD1806,サービス3225
syxa702589,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,1,2,22,ＩＴシステム本部,BSD1806,サービス3226
syxa702590,運用中,Linux V6 (SL),MySQL,TKY4F-C26B,awseb000762,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3227
syxa702591,運用中,Linux V6 (SL),MySQL,TKY4F-C26A,awseb000759,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3228
syxa702595,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3229
syxa702596,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,1,2,42,ＩＴシステム本部,BSD1806,サービス3230
syxa702597,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000297,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3231
syxa702598,運用中,Linux V6 (SL),MySQL,vmcloud010,awsef000312,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3232
syxa702599,運用中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,1,2,22,ＩＴシステム本部,BSD1806,サービス3233
syxa702600,運用中,Linux V6 (SL),-,vmcloud010,awsef000310,東京,1,2,22,ＩＴシステム本部,BSD1806,サービス3234
syxa702601,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000309,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3235
syxa702602,運用中,Linux V6 (SL),MySQL,vmcloud010,awsef000312,東京,1,2,70,ＩＴシステム本部,BSD1806,サービス3236
syxa702659,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000305,東京,1,2,42,システム基盤本部,SYS0245,サービス3237
syxa702660,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000398,東京,1,2,42,システム基盤本部,SYS0245,サービス3238
syxa702661,ＳＥ構築中,Linux V6 (SL),MySQL,vmcloud009,awsef000395,東京,1,2,70,システム基盤本部,SYS0245,サービス3239
syxa702664,運用中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,1,2,42,経営企画本部,BSD1517,サービス3240
syxa702665,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,1,2,42,経営企画本部,BSD1517,サービス3241
syxa702666,運用中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,1,2,42,経営企画本部,BSD1517,サービス3242
syxa702810,運用中,Linux V6 (SL),-,vmcloud010,awsef000396,東京,1,2,42,システム基盤本部,SYS0245,サービス3243
syxa702811,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,1,2,42,システム基盤本部,SYS0245,サービス3244
syxa702812,運用中,Linux V6 (SL),MySQL,vmcloud010,awsef000428,東京,1,2,70,システム基盤本部,SYS0245,サービス3245
syxa702813,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000307,東京,1,2,70,システム基盤本部,SYS0245,サービス3246
syxa702814,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000424,東京,1,2,42,ＩＴシステム本部,BSD1755,サービス3247
syxa702815,運用中,Linux V6 (SL),-,vmcloud009,awsef000297,東京,2,4,50,ＩＴシステム本部,BSD1755,サービス3248
syxa702816,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,2,4,50,ＩＴシステム本部,BSD1755,サービス3249
Syxa702831,運用中,Linux V6 (SL),-,vmcloud1203,vserv600095,大阪,1,2,24,システム基盤本部,BSD1771,サービス3250
Syxa702832,運用中,Linux V6 (SL),-,vmcloud1204,vserv600096,大阪,1,2,24,システム基盤本部,BSD1771,サービス3251
Syxa702833,運用中,Linux V6 (SL),MySQL,vmcloud1203,vserv600095,大阪,1,2,70,システム基盤本部,BSD1771,サービス3252
syxa702834,ＳＥ構築中,Linux V6 (SL),MySQL,TKY4F-C12B,awsef000164,東京,1,2,70,システム基盤本部,SYS0253,サービス3253
Syxa702838,運用中,Linux V6 (SL),MySQL,vmcloud1204,vserv600096,大阪,2,8,400,システム基盤本部,BSD1771,サービス3254
syxa702910,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,1,2,43,法人サービス事業部/法人サービス事業部,BSD1226/BSD1482,サービス3255
syxa702911,運用中,Linux V6 (SL),-,vmcloud009,awsef000397,東京,1,2,43,法人サービス事業部/法人サービス事業部,BSD1226/BSD1482,サービス3256
syxa702912,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,1,2,43,法人サービス事業部/法人サービス事業部,BSD1226/BSD1482,サービス3257
syxa702931,運用中,Linux V6 (SL),-,vmcloud503,awsef000257,東京,1,2,23,システム基盤本部,BSD1771,サービス3258
syxa702932,運用中,Linux V6 (SL),-,vmcloud504,awsef000414,東京,1,2,23,システム基盤本部,BSD1771,サービス3259
syxa702933,運用中,Linux V6 (SL),MySQL,vmcloud503,awsef100141,東京,1,2,70,システム基盤本部,BSD1771,サービス3260
syxa702934,運用中,Linux V6 (SL),MySQL,vmcloud504,awsef100140,東京,1,2,70,システム基盤本部,BSD1771,サービス3261
syxa702935,運用中,Linux V6 (SL),MySQL,vmcloud503,awsef000169,東京,2,8,410,システム基盤本部,BSD1771,サービス3262
syxa702936,運用中,Linux V6 (SL),MySQL,vmcloud504,awsef000414,東京,2,8,410,システム基盤本部,BSD1771,サービス3263
syxa702937,運用中,Linux V6 (SL),MySQL,vmcloud503,awsef000173,東京,2,8,410,システム基盤本部,BSD1771,サービス3264
syxa702938,運用中,Linux V6 (SL),MySQL,vmcloud504,awsef100140,東京,2,8,410,システム基盤本部,BSD1771,サービス3265
syxa702957,運用中,Linux V6 (SL),MySQL,TKY4F-C26A,awseb000761,東京,1,2,70,法人サービス事業部,BSD1779,サービス3266
syxa702958,運用中,Linux V6 (SL),MySQL,TKY4F-C26B,awseb000762,東京,1,2,70,法人サービス事業部,BSD1779,サービス3267
syxa702974,運用中,Linux V6 (SL),-,vmcloud010,awsef000298,東京,1,2,43,ＩＴシステム本部,BSD1806,サービス3268
syxa702975,運用中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,1,2,43,ＩＴシステム本部,BSD1806,サービス3269
syxa702976,運用中,Linux V6 (SL),-,vmcloud010,awsef000424,東京,1,2,43,ＩＴシステム本部,BSD1806,サービス3270
syxa702977,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,1,2,43,ＩＴシステム本部,BSD1806,サービス3271
syxa703006,運用中,Linux V6 (SL),MySQL,vmcloud504,awsef000414,東京,2,12,390,バリューサービス事業部,BSD1555,サービス3272
syxa703007,運用中,Linux V6 (SL),MySQL,vmcloud503,awsef000245,東京,2,12,390,バリューサービス事業部,BSD1555,サービス3273
Syxa703039,運用中,Linux V6 (SL),-,vmcloud1203,vserv600087,大阪,2,2,73,バリューサービス事業部,BPS0413,サービス3274
Syxa703040,運用中,Linux V6 (SL),-,vmcloud1204,vserv600088,大阪,2,2,73,バリューサービス事業部,BPS0413,サービス3275
syxa703062,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000396,東京,1,2,43,システム基盤本部,STD9020,サービス3276
syxa703106,運用中,Linux V6 (SL),-,vmcloud504,awsef000192,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3277
syxa703107,運用中,Linux V6 (SL),-,vmcloud503,awsef000235,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3278
syxa703108,運用中,Linux V6 (SL),-,vmcloud504,awsef000174,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3279
syxa703109,運用中,Linux V6 (SL),-,vmcloud503,awsef000257,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3280
syxa703110,運用中,Linux V6 (SL),-,vmcloud504,awsef100290,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3281
syxa703112,運用中,Linux V6 (SL),-,vmcloud504,awsef000414,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3282
syxa703113,運用中,Linux V6 (SL),-,vmcloud503,awsef000173,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3283
syxa703114,運用中,Linux V6 (SL),-,vmcloud504,awsef000414,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3284
syxa703115,運用中,Linux V6 (SL),-,vmcloud503,awsef100141,東京,1,2,53,ＩＴシステム本部,BPS0212,サービス3285
syxa703116,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,1,2,43,ＩＴシステム本部,BPS0212,サービス3286
syxa703117,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000297,東京,1,1,40,システム基盤本部,SYS1210,サービス3287
syxa703118,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000302,東京,1,1,40,システム基盤本部,SYS1210,サービス3288
syxa703119,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000397,東京,1,1,40,システム基盤本部,SYS1210,サービス3289
syxa703120,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000302,東京,1,1,40,システム基盤本部,SYS1210,サービス3290
syxa703121,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000299,東京,1,1,40,システム基盤本部,SYS1210,サービス3291
syxa703122,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000304,東京,1,1,40,システム基盤本部,SYS1210,サービス3292
syxa703123,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000393,東京,1,1,40,システム基盤本部,SYS1210,サービス3293
syxa703124,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000304,東京,1,1,40,システム基盤本部,SYS1210,サービス3294
syxa703164,運用中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,1,4,60,システム基盤本部,SYS3041,サービス3295
syxa703165,運用中,Linux V6 (SL),-,vmcloud009,awsef000301,東京,1,4,60,システム基盤本部,SYS3041,サービス3296
syxa703189,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,1,2,43,システム基盤本部,SYS0245,サービス3297
Syxa703199,運用中,Linux V6 (SL),-,vmcloud1201,vserv600083,大阪,1,2,83,ＩＴシステム本部,BSD1130,サービス3298
Syxa703200,運用中,Linux V6 (SL),-,vmcloud1202,vserv600082,大阪,1,2,83,ＩＴシステム本部,BSD1130,サービス3299
Syxa703206,運用中,Linux V6 (SL),-,vmcloud1202,vserv600082,大阪,1,2,23,ＩＴシステム本部,BSD1130,サービス3300
syxa703229,運用中,Linux V6 (SL),-,vmcloud503,awsef100139,東京,4,8,63,法人サービス事業部,BSD1716,サービス3301
syxa703230,運用中,Linux V6 (SL),-,vmcloud504,awsef000246,東京,4,8,63,法人サービス事業部,BSD1716,サービス3302
syxa703231,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000397,東京,2,4,74,法人サービス事業部,BSD1716,サービス3303
syxa703232,運用中,Linux V6 (SL),MySQL,vmcloud010,awsef000312,東京,2,4,74,法人サービス事業部,BSD1716,サービス3304
syxa703252,運用中,Linux V6 (SL),-,vmcloud504,awsef000248,東京,2,2,63,バリューサービス事業部,BSD1555,サービス3305
syxa703253,運用中,Linux V6 (SL),-,vmcloud503,awsef000413,東京,2,2,63,バリューサービス事業部,BSD1555,サービス3306
syxa703260,運用中,Linux V6 (SL),-,vmcloud504,awsef000246,東京,2,2,43,バリューサービス事業部,BSD1555,サービス3307
syxa703261,運用中,Linux V6 (SL),-,vmcloud503,awsef000415,東京,1,4,30,バリューサービス事業部,BSD1555,サービス3308
syxa703262,運用中,Linux V6 (SL),-,vmcloud504,awsef000246,東京,1,4,30,バリューサービス事業部,BSD1555,サービス3309
syxa703273,運用中,Linux V6 (SL),MySQL,vmcloud503,awsef000245,東京,1,2,490,バリューサービス事業部,BSD1555,サービス3310
syxa703278,運用中,Linux V6 (SL),-,vmcloud504,awsef000130,東京,2,2,43,バリューサービス事業部,BSD1555,サービス3311
syxa703279,運用中,Linux V6 (SL),-,vmcloud503,awsef000257,東京,2,2,43,バリューサービス事業部,BSD1555,サービス3312
syxa703280,運用中,Linux V6 (SL),-,vmcloud504,awsef000130,東京,2,2,43,バリューサービス事業部,BSD1555,サービス3313
syxa703281,運用中,Linux V6 (SL),-,vmcloud503,awsef100139,東京,2,2,43,バリューサービス事業部,BSD1555,サービス3314
syxa703282,運用中,Linux V6 (SL),-,vmcloud504,awsef000130,東京,2,2,43,バリューサービス事業部,BSD1555,サービス3315
syxa703311,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,2,4,50,モバイル事業部,BSD1797,サービス3316
syxa703312,運用中,Linux V6 (SL),-,vmcloud010,awsef000310,東京,2,4,50,モバイル事業部,BSD1797,サービス3317
syxa703314,運用中,Linux V6 (SL),MySQL,vmcloud504,awsef000414,東京,1,2,70,モバイル事業部,BSD1797,サービス3318
syxa703315,運用中,Linux V6 (SL),MySQL,vmcloud503,awsef000173,東京,1,2,70,モバイル事業部,BSD1797,サービス3319
syxa703316,運用中,Linux V6 (SL),MySQL,vmcloud504,awsef000248,東京,1,2,70,モバイル事業部,BSD1797,サービス3320
syxa703319,運用中,Linux V6 (SL),-,vmcloud009,awsef000309,東京,2,4,50,モバイル事業部,BSD1797,サービス3321
syxa703353,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000305,東京,4,8,63,バリューサービス事業部,BPS0433,サービス3322
syxa703354,運用中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,1,2,43,バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部,BPS0238/BPS0433/BSD1059/BSD1643/BSD1781/BSD3052/BSD3088/BSD3116,サービス3323
syxa703355,運用中,Linux V6 (SL),-,vmcloud009,awsef000425,東京,1,2,43,バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部/バリューサービス事業部,BPS0238/BPS0433/BSD1059/BSD1643/BSD1781/BSD3052/BSD3088/BSD3116,サービス3324
syxa703356,運用中,Linux V6 (SL),-,vmcloud504,awsef000130,東京,2,2,83,バリューサービス事業部,BSD1555,サービス3325
syxa703357,運用中,Linux V6 (SL),-,vmcloud503,awsef000191,東京,2,2,83,バリューサービス事業部,BSD1555,サービス3326
Syxa703391,運用中,Linux V6 (SL),MySQL,vmcloud1201,vserv600081,大阪,2,4,74,バリューサービス事業部/バリューサービス事業部,BSD1672/BSD3029,サービス3327
Syxa703392,運用中,Linux V6 (SL),-,vmcloud1202,vserv600082,大阪,4,8,223,ＩＴシステム本部,BSD1214,サービス3328
Syxa703395,運用中,Linux V6 (SL),-,vmcloud1201,vserv600081,大阪,2,4,53,ＩＴシステム本部,BSD1186,サービス3329
Syxa703396,運用中,Linux V6 (SL),-,vmcloud1202,vserv600082,大阪,2,4,53,ＩＴシステム本部,BSD1186,サービス3330
Syxa703401,運用中,Linux V6 (SL),-,vmcloud1201,vserv600081,大阪,1,2,23,ＩＴシステム本部,BSD1186,サービス3331
Syxa703402,運用中,Linux V6 (SL),-,vmcloud1202,vserv600084,大阪,1,2,23,ＩＴシステム本部,BSD1186,サービス3332
Syxa703427,運用中,Linux V6 (SL),-,vmcloud1201,vserv600081,大阪,1,2,43,ＩＴシステム本部,BSD1186,サービス3333
Syxa703428,運用中,Linux V6 (SL),-,vmcloud1202,vserv600084,大阪,1,2,43,ＩＴシステム本部,BSD1186,サービス3334
Syxa703429,運用中,Linux V6 (SL),-,vmcloud1201,vserv600081,大阪,1,2,43,ＩＴシステム本部,BSD1186,サービス3335
Syxa703430,運用中,Linux V6 (SL),-,vmcloud1202,vserv600084,大阪,1,2,43,ＩＴシステム本部,BSD1186,サービス3336
Syxa703431,運用中,Linux V6 (SL),-,vmcloud1201,vserv600081,大阪,1,2,23,ＩＴシステム本部,BSD1186,サービス3337
Syxa703432,運用中,Linux V6 (SL),-,vmcloud1202,vserv600082,大阪,1,2,23,ＩＴシステム本部,BSD1186,サービス3338
Syxa703433,運用中,Linux V6 (SL),-,vmcloud1201,vserv600081,大阪,1,2,23,ＩＴシステム本部,BSD1186,サービス3339
Syxa703434,運用中,Linux V6 (SL),-,vmcloud1202,vserv600084,大阪,1,2,23,ＩＴシステム本部,BSD1186,サービス3340
Syxa703441,運用中,Linux V6 (SL),-,vmcloud1203,vserv600089,大阪,2,4,150,ＩＴシステム本部,BSD1581,サービス3341
Syxa703442,運用中,Linux V6 (SL),-,vmcloud1204,vserv600090,大阪,2,4,150,ＩＴシステム本部,BSD1581,サービス3342
